UniqueCount	AmbigCount
0	2
0	0
2	0
0	54
0	80
0	78
0	27
0	60
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
53	25
0	0
1	24
2	209
0	107
0	448
5	516
0	38
0	298
27	104
1	53
1	188
0	763
0	179
0	3100
10	829
0	188
0	101
0	63
0	240
0	119
0	95
0	117
1	97
504	3043
15	2987
22	292
0	271
271	94
14	6
8	0
19	0
4	0
60	5
5	0
8	0
0	103
9	109
0	102
0	25
0	13
0	12
0	7
8	6
0	0
39	111
1	111
0	0
0	0
476	3
52	0
96	2
42	0
13	1
0	0
0	0
0	0
0	0
0	0
0	0
0	17
496	2
40	18
0	384
0	292
0	2314
0	2348
0	3673
0	3548
0	3623
0	390
298	0
62	0
7	49
0	2415
0	3926
0	3629
3	466
0	78
0	2318
0	3596
0	1448
1012	211
0	3070
0	909
0	1692
0	2918
0	998
0	148
35	291
4	30
0	115
0	388
92	31
5	996
74	0
0	0
0	39
0	39
0	38
0	38
0	38
0	38
0	38
0	38
0	38
0	38
0	38
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	38
0	38
0	0
0	0
0	0
0	0
0	0
132	189
484	2964
1965	85
7	2928
0	288
17	0
3	54
0	0
98	0
15	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	2
0	0
0	36
0	0
0	0
0	0
0	9
0	0
416	1
2	11
1	11
0	10
0	4
10	2
2	2
0	3107
0	2010
0	6
0	7
0	3
6	0
0	3
0	479
0	493
0	528
0	514
0	525
0	539
0	182
0	148
0	145
3	17
0	22
1366	134
0	553
1	552
0	33
0	1254
0	1413
71	1396
0	979
0	8
0	8
124	131
0	0
1	1395
6	1392
0	1129
1027	101
394	17
10	0
25	0
19	0
33	8
0	96
0	175
0	175
0	267
0	267
0	266
0	266
0	175
0	176
0	176
0	266
0	6
0	179
0	179
0	1
0	15
0	0
48	7
4	0
0	0
0	2
0	1
0	2
0	1
0	0
0	0
0	0
0	0
0	0
818	552
113	19
145	537
0	98
0	461
92	0
0	170
0	528
