UniqueCount	AmbigCount
1	1
0	0
0	0
0	12
0	21
0	20
0	12
0	17
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	3
22	20
0	0
1	28
0	101
0	53
0	254
1	285
0	24
0	160
8	58
2	30
1	188
0	323
0	82
1	1147
0	334
0	78
0	73
2	19
0	128
0	35
0	24
0	55
2	150
165	1137
6	1114
28	205
0	196
319	215
40	5
23	0
47	2
8	0
163	2
12	0
61	1
0	209
14	205
2	199
0	49
0	45
0	24
0	21
38	8
7	0
287	300
0	299
0	0
0	0
299	1
68	1
183	0
63	0
28	0
0	0
0	0
0	0
0	0
0	0
0	0
0	11
212	12
26	10
0	497
0	421
0	1641
0	1652
0	2110
0	2074
0	2154
0	460
251	2
42	2
9	14
0	1684
0	2246
0	2168
0	530
0	49
0	1645
0	2093
0	976
1295	471
0	1666
0	739
0	1325
0	1755
0	679
0	80
26	138
12	22
0	63
0	168
95	7
2	387
55	7
0	0
0	66
0	66
0	66
0	65
0	66
0	66
0	66
0	66
0	66
0	66
0	66
0	0
0	0
0	2
0	2
0	0
0	0
0	0
0	66
0	66
0	0
0	0
0	1
0	0
0	0
68	117
249	1571
1288	88
6	1574
0	271
31	0
1	45
1	0
88	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	1
1	2
0	0
0	24
0	0
0	0
0	0
0	18
0	0
197	0
1	27
1	27
0	19
0	1
17	5
0	6
13	2560
0	1910
0	50
0	55
2	16
13	6
0	9
0	250
0	253
0	302
0	299
0	300
0	303
0	161
0	129
0	115
0	6
0	14
788	119
0	344
0	343
0	24
0	637
0	756
18	748
0	473
0	8
0	8
143	129
0	0
3	747
1	747
0	595
1047	79
304	15
23	0
55	0
30	0
44	15
0	106
0	308
0	308
0	408
0	408
0	408
0	404
0	308
0	308
0	308
0	408
0	11
0	318
0	322
0	1
0	30
0	1
30	7
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
442	245
132	41
121	242
0	36
0	208
61	0
0	212
0	858
0	792
0	827
0	832
37	87
0	127
0	141
0	159
0	151
0	232
0	771
0	136
0	52
0	45
0	221
0	684
0	43
428	5
455	3
29	96
0	28
0	446
22	8
0	39
0	157
0	6
2	39
0	606
0	1472
2	57
0	79
0	1000
0	43
533	184
0	8
1	878
710	403
624	234
18	0
0	0
0	0
112	528
9	16
0	0
0	0
0	0
0	0
9	178
0	0
0	79
0	0
0	0
28	0
0	79
0	79
0	0
0	0
0	0
0	4
0	2
28	1301
1	0
0	19
0	20
0	20
0	19
0	19
0	0
0	1
0	1
0	1
0	1
0	0
0	0
0	0
0	0
1	0
4	1458
0	1435
0	1487
0	1475
12	1481
0	1449
0	1015
16	10
20	164
217	423
22	590
30	615
144	225
22	206
0	153
7	0
0	593
13	593
6	0
26	15
191	102
3	8
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	21
0	0
0	1
0	40
2	1658
53	179
1	0
0	0
5	932
0	6
0	6
0	0
0	0
0	12
0	12
0	0
95	269
14	269
22	1
16	0
0	0
8	7
2	37
0	0
0	1431
22	1962
0	3861
32	5008
2	3599
0	1176
0	2563
10	2013
50	68
0	63
0	76
0	65
0	64
0	62
0	66
0	62
0	0
0	0
0	0
0	107
0	111
0	100
0	107
0	102
0	56
0	109
0	89
2	65
0	65
0	5
0	6
6	7
0	6
0	6
13	1
1	143
0	183
52	0
0	63
7	27
162	52
7	7
87	2
53	157
38	157
14	1
65	49
3	133
3	135
0	13
0	136
1	2
0	3
38	26
84	0
35	23
4	55
44	0
0	0
0	0
1	0
1	0
23	17
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
148	204
57	77
28	0
26	72
1	24
12	25
0	0
0	17
0	18
0	18
0	2
1	18
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	8
0	0
0	0
0	0
0	317
0	255
0	522
0	845
0	461
0	413
0	736
0	0
2	10
0	0
0	0
0	0
0	0
0	0
0	27
0	0
5	0
0	0
0	0
0	0
0	0
0	0
23	0
718	0
0	0
0	0
0	10
0	14
0	0
0	0
0	4
0	14
0	4
0	0
0	6
0	6
120	1
9	21
3	21
86	157
0	2
0	0
3	0
0	2
0	0
5	8
0	0
0	0
0	0
0	0
0	0
0	0
0	6
0	6
0	0
0	2
0	2
0	2
0	2
0	2
0	2
0	1
0	1
0	1
0	1
0	1
0	1
1	104
5	4
2	0
0	83
0	88
0	89
0	89
0	89
0	89
0	89
0	89
0	89
0	88
0	88
0	89
0	80
0	3
